destination_id,name,type,state,popularity,best_time_to_visit,entry_fee,average_rating,total_reviews,latitude,longitude,budget_level,description,review_avg_rating,review_count,average_rating_normalized,type_encoded,state_encoded,budget_encoded,description_clean,tags
89,Kamakhya Temple,Spiritual,Assam,94,Oct-Mar,0,3.5,3025,26.18,91.72,Low,"A famous Hindu temple dedicated to Goddess Kamakhya, a major pilgrimage site in Assam.",3.728571428571428,14,0.0,8,2,1,"a famous hindu temple dedicated to goddess kamakhya, a major pilgrimage site in assam.",spiritual assam oct-mar low
90,Haflong,Nature,Assam,94,Oct-May,0,4.3,1234,25.06,93.02,Low,"A scenic hill station in Assam, surrounded by dense forests and picturesque lakes.",3.7,8,0.5333333333333332,7,2,1,"a scenic hill station in assam, surrounded by dense forests and picturesque lakes.",nature assam oct-may low
91,Radhanagar Beach Andaman,Beach,Andaman & Nicobar,92,Dec-May,500,3.8,3377,11.62,92.72,High,"Rated as one of the best beaches in Asia, with crystal clear turquoise waters.",3.5500000000000003,6,0.20000000000000018,1,0,3,"rated as one of the best beaches in asia, with crystal clear turquoise waters.",beach andaman & nicobar dec-may high
92,Havelock Island,Beach,Andaman & Nicobar,64,Dec-May,100,4.5,3444,11.7,92.99,High,"The most popular island in the Andaman archipelago, with stunning beaches and marine life.",3.963636363636364,11,0.666666666666667,1,0,3,"the most popular island in the andaman archipelago, with stunning beaches and marine life.",beach andaman & nicobar dec-may high
93,Cellular Jail Andaman,Historical,Andaman & Nicobar,98,Dec-May,30,3.8,177,11.67,92.68,Low,"A historical prison built during British rule, a National Memorial Monument.",3.607142857142857,14,0.20000000000000018,5,0,1,"a historical prison built during british rule, a national memorial monument.",historical andaman & nicobar dec-may low
94,Ross Island,Historical,Andaman & Nicobar,87,Dec-May,30,4.5,2115,11.72,92.75,Low,"The former capital of the Andaman Islands, with ruins of British buildings.",3.557142857142857,7,0.666666666666667,5,0,1,"the former capital of the andaman islands, with ruins of british buildings.",historical andaman & nicobar dec-may low
95,Neil Island,Beach,Andaman & Nicobar,66,Dec-May,200,4.1,1866,11.84,93.05,Medium,A serene island known for its beautiful beaches and coral reefs.,3.5833333333333335,6,0.3999999999999999,1,0,2,a serene island known for its beautiful beaches and coral reefs.,beach andaman & nicobar dec-may medium
96,Lakshadweep,Beach,Lakshadweep,68,Oct-May,0,4.9,619,10.56,72.64,High,"A group of coral islands in the Arabian Sea, known for crystal clear waters and marine biodiversity.",3.8333333333333335,9,0.9333333333333336,1,8,3,"a group of coral islands in the arabian sea, known for crystal clear waters and marine biodiversity.",beach lakshadweep oct-may high
97,Pondicherry,Cultural,Puducherry,67,Nov-Mar,0,3.7,1945,11.93,79.83,Low,"A French colonial city on the southeastern coast of India, known as the 'French Riviera of the East'.",3.422222222222222,9,0.13333333333333375,2,13,1,"a french colonial city on the southeastern coast of india, known as the 'french riviera of the east'.",cultural puducherry nov-mar low
98,Mahabalipuram,Historical,Tamil Nadu,71,Nov-Mar,40,4.0,2783,12.62,80.19,Low,An ancient coastal town with seven 7th-century rock-cut temples on the beach.,3.831578947368421,19,0.3333333333333335,5,15,1,an ancient coastal town with seven 7th-century rock-cut temples on the beach.,historical tamil nadu nov-mar low
99,Rameshwaram,Spiritual,Tamil Nadu,93,Nov-Mar,0,3.7,3913,9.28,79.31,Low,A sacred pilgrimage site where Adam Bridge connecting India to Sri Lanka begins.,3.811111111111111,9,0.13333333333333375,8,15,1,a sacred pilgrimage site where adam bridge connecting india to sri lanka begins.,spiritual tamil nadu nov-mar low
100,Kanyakumari,Nature,Tamil Nadu,92,Oct-Mar,0,4.9,4771,8.08,77.55,Low,"The southernmost tip of India where three seas meet - Arabian Sea, Bay of Bengal, and Indian Ocean.",3.644444444444444,9,0.9333333333333336,7,15,1,"the southernmost tip of india where three seas meet - arabian sea, bay of bengal, and indian ocean.",nature tamil nadu oct-mar low
